Date,Day of Week,Week Ending,Month Ending,Year Ending
2024-01-15,Monday,2043-07,2043-02,2024
2024-01-27,Thursday,2043-08,2043-02,2024
2024-01-14,Thursday,2043-09,2043-03,2024
2024-01-22,Friday,2043-10,2043-03,2024
2024-01-22,Thursday,2043-11,2043-03,2024
2024-01-26,Thursday,2043-12,2043-03,2024
2024-02-05,Tuesday,2043-13,2043-03,2024
2024-02-09,Monday,2043-14,2043-04,2024
2024-01-24,Friday,2043-15,2043-04,2024
2024-01-19,Friday,2043-16,2043-04,2024
2024-02-02,Thursday,2043-17,2043-04,2024
2024-02-10,Tuesday,2043-18,2043-05,2024
2024-01-14,Monday,2043-19,2043-05,2024
2024-01-16,Monday,2043-20,2043-05,2024
2024-01-31,Wednesday,2043-21,2043-05,2024
2024-01-26,Monday,2043-22,2043-06,2024
2024-02-04,Tuesday,2043-23,2043-06,2024
2024-01-25,Thursday,2043-24,2043-06,2024
2024-01-20,Friday,2043-25,2043-06,2024
2024-01-11,Tuesday,2043-26,2043-06,2024
2024-01-29,Friday,2043-27,2043-07,2024
2024-02-08,Monday,2043-28,2043-07,2024
2024-01-12,Friday,2043-29,2043-07,2024
2024-02-02,Thursday,2043-30,2043-07,2024
2024-01-28,Thursday,2043-31,2043-08,2024
2024-02-03,Thursday,2043-32,2043-08,2024
2024-02-02,Thursday,2043-33,2043-08,2024
2024-01-24,Friday,2043-34,2043-08,2024
2024-01-27,Friday,2043-35,2043-08,2024
2024-01-29,Friday,2043-36,2043-09,2024
2024-02-04,Thursday,2043-37,2043-09,2024
2024-01-14,Thursday,2043-38,2043-09,2024
2024-01-26,Friday,2043-39,2043-09,2024
2024-01-22,Thursday,2043-40,2043-10,2024
2024-01-27,Friday,2043-41,2043-10,2024
2024-01-15,Monday,2043-42,2043-10,2024
2024-01-11,Wednesday,2043-43,2043-10,2024
2024-02-08,Friday,2043-44,2043-11,2024
2024-02-04,Wednesday,2043-45,2043-11,2024
2024-01-15,Monday,2043-46,2043-11,2024
2024-02-04,Friday,2043-47,2043-11,2024
2024-02-02,Monday,2043-48,2043-11,2024
2024-01-19,Thursday,2043-49,2043-12,2024
2024-01-09,Wednesday,2043-50,2043-12,2024
2024-01-28,Tuesday,2043-51,2043-12,2024
2024-01-11,Tuesday,2043-52,2043-12,2024
2024-01-22,Friday,2044-01,2044-01,2024
2024-01-20,Monday,2044-02,2044-01,2024
2024-01-13,Friday,2044-03,2044-01,2024
2024-01-22,Friday,2044-04,2044-01,2024
2024-02-09,Wednesday,2044-05,2044-02,2024
2024-01-31,Wednesday,2044-06,2044-02,2024
2024-02-06,Friday,2044-07,2044-02,2024
2024-02-06,Monday,2044-08,2044-02,2024
2024-02-02,Tuesday,2044-09,2044-02,2024
2024-01-13,Wednesday,2044-10,2044-03,2024
2024-01-27,Monday,2044-11,2044-03,2024
2024-01-17,Thursday,2044-12,2044-03,2024
2024-01-16,Thursday,2044-13,2044-03,2024
2024-01-29,Friday,2044-14,2044-04,2024
2024-02-04,Wednesday,2044-15,2044-04,2024
2024-01-13,Friday,2044-16,2044-04,2024
2024-01-26,Monday,2044-17,2044-04,2024
2024-01-17,Monday,2044-18,2044-05,2024
2024-01-13,Friday,2044-19,2044-05,2024
2024-01-09,Friday,2044-20,2044-05,2024
2024-02-03,Friday,2044-21,2044-05,2024
2024-02-06,Friday,2044-22,2044-05,2024
2024-02-01,Wednesday,2044-23,2044-06,2024
2024-01-17,Wednesday,2044-24,2044-06,2024
2024-01-27,Tuesday,2044-25,2044-06,2024
2024-01-23,Monday,2044-26,2044-06,2024
2024-02-06,Thursday,2044-27,2044-07,2024
2024-02-09,Tuesday,2044-28,2044-07,2024
2024-01-21,Friday,2044-29,2044-07,2024
2024-01-24,Tuesday,2044-30,2044-07,2024
2024-01-24,Friday,2044-31,2044-08,2024
2024-01-28,Friday,2044-32,2044-08,2024
2024-01-14,Tuesday,2044-33,2044-08,2024
2024-01-23,Tuesday,2044-34,2044-08,2024
2024-01-28,Friday,2044-35,2044-08,2024
2024-02-07,Thursday,2044-36,2044-09,2024
2024-01-22,Monday,2044-37,2044-09,2024
2024-02-05,Wednesday,2044-38,2044-09,2024
2024-01-17,Friday,2044-39,2044-09,2024
2024-01-15,Tuesday,2044-40,2044-10,2024
2024-01-30,Friday,2044-41,2044-10,2024
2024-01-27,Thursday,2044-42,2044-10,2024
2024-01-27,Monday,2044-43,2044-10,2024
2024-01-12,Monday,2044-44,2044-10,2024
2024-01-17,Thursday,2044-45,2044-11,2024
2024-01-28,Friday,2044-46,2044-11,2024
2024-01-10,Friday,2044-47,2044-11,2024
2024-02-06,Wednesday,2044-48,2044-11,2024
2024-01-15,Monday,2044-49,2044-12,2024
2024-01-10,Monday,2044-50,2044-12,2024
2024-01-24,Thursday,2044-51,2044-12,2024
2024-02-07,Thursday,2044-52,2044-12,2024
2024-01-18,Friday,2045-01,2045-01,2024
2024-01-18,Friday,2045-02,2045-01,2024
2024-02-08,Friday,2045-03,2045-01,2024
2024-01-09,Thursday,2045-04,2045-01,2024
2024-02-05,Wednesday,2045-05,2045-01,2024
2024-01-14,Friday,2045-06,2045-02,2024
2024-01-29,Friday,2045-07,2045-02,2024
2024-02-03,Friday,2045-08,2045-02,2024
2024-01-09,Monday,2045-09,2045-02,2024
2024-01-22,Monday,2045-10,2045-03,2024
2024-01-27,Tuesday,2045-11,2045-03,2024
2024-02-02,Monday,2045-12,2045-03,2024
2024-01-12,Thursday,2045-13,2045-03,2024
2024-01-28,Monday,2045-14,2045-04,2024
2024-01-26,Wednesday,2045-15,2045-04,2024
2024-01-21,Thursday,2045-16,2045-04,2024
2024-01-25,Tuesday,2045-17,2045-04,2024
2024-02-02,Wednesday,2045-18,2045-05,2024
2024-02-06,Thursday,2045-19,2045-05,2024
2024-02-07,Tuesday,2045-20,2045-05,2024
2024-01-29,Thursday,2045-21,2045-05,2024
2024-01-12,Monday,2045-22,2045-05,2024
2024-01-15,Tuesday,2045-23,2045-06,2024
2024-01-22,Thursday,2045-24,2045-06,2024
2024-01-25,Tuesday,2045-25,2045-06,2024
2024-01-24,Friday,2045-26,2045-06,2024
2024-02-07,Friday,2045-27,2045-07,2024
2024-01-12,Thursday,2045-28,2045-07,2024
2024-01-25,Friday,2045-29,2045-07,2024
2024-01-30,Thursday,2045-30,2045-07,2024
2024-02-05,Thursday,2045-31,2045-07,2024
2024-01-31,Thursday,2045-32,2045-08,2024
2024-02-06,Friday,2045-33,2045-08,2024
2024-01-24,Monday,2045-34,2045-08,2024
2024-02-08,Friday,2045-35,2045-08,2024
2024-01-25,Friday,2045-36,2045-09,2024
2024-02-07,Thursday,2045-37,2045-09,2024
2024-02-04,Monday,2045-38,2045-09,2024
2024-01-28,Tuesday,2045-39,2045-09,2024
2024-02-02,Monday,2045-40,2045-10,2024
2024-01-23,Tuesday,2045-41,2045-10,2024
2024-01-08,Wednesday,2045-42,2045-10,2024
2024-01-10,Thursday,2045-43,2045-10,2024
2024-01-30,Tuesday,2045-44,2045-10,2024
2024-02-07,Friday,2045-45,2045-11,2024
2024-01-24,Wednesday,2045-46,2045-11,2024
2024-01-15,Wednesday,2045-47,2045-11,2024
2024-01-08,Wednesday,2045-48,2045-11,2024
2024-01-15,Monday,2045-49,2045-12,2024
2024-02-05,Wednesday,2045-50,2045-12,2024
2024-02-05,Thursday,2045-51,2045-12,2024
2024-01-09,Friday,2045-52,2045-12,2024
2024-01-14,Thursday,2046-01,2046-01,2024
2024-01-17,Monday,2046-02,2046-01,2024
2024-02-09,Thursday,2046-03,2046-01,2024
2024-01-20,Friday,2046-04,2046-01,2024
2024-01-15,Wednesday,2046-05,2046-01,2024
2024-02-07,Friday,2046-06,2046-02,2024
2024-02-08,Monday,2046-07,2046-02,2024
2024-01-18,Thursday,2046-08,2046-02,2024
2024-01-15,Thursday,2046-09,2046-02,2024
2024-02-04,Friday,2046-10,2046-03,2024
2024-01-29,Thursday,2046-11,2046-03,2024
2024-01-11,Wednesday,2046-12,2046-03,2024
2024-01-29,Friday,2046-13,2046-03,2024
2024-01-21,Thursday,2046-14,2046-04,2024
2024-02-03,Wednesday,2046-15,2046-04,2024
2024-01-25,Friday,2046-16,2046-04,2024
2024-01-22,Thursday,2046-17,2046-04,2024
2024-02-07,Tuesday,2046-18,2046-04,2024
2024-01-17,Wednesday,2046-19,2046-05,2024
2024-01-23,Tuesday,2046-20,2046-05,2024
2024-01-09,Tuesday,2046-21,2046-05,2024
2024-01-15,Monday,2046-22,2046-05,2024
2024-01-18,Friday,2046-23,2046-06,2024
2024-02-01,Thursday,2046-24,2046-06,2024
2024-01-11,Friday,2046-25,2046-06,2024
2024-01-13,Wednesday,2046-26,2046-06,2024
2024-01-14,Tuesday,2046-27,2046-07,2024
2024-01-08,Tuesday,2046-28,2046-07,2024
2024-01-10,Tuesday,2046-29,2046-07,2024
2024-01-08,Friday,2046-30,2046-07,2024
2024-01-12,Monday,2046-31,2046-07,2024
2024-01-22,Wednesday,2046-32,2046-08,2024
2024-01-26,Thursday,2046-33,2046-08,2024
2024-01-14,Friday,2046-34,2046-08,2024
2024-02-09,Thursday,2046-35,2046-08,2024
2024-02-06,Tuesday,2046-36,2046-09,2024
2024-01-10,Tuesday,2046-37,2046-09,2024
2024-01-11,Thursday,2046-38,2046-09,2024
2024-01-12,Tuesday,2046-39,2046-09,2024
2024-02-07,Thursday,2046-40,2046-10,2024
2024-01-18,Tuesday,2046-41,2046-10,2024
2024-02-09,Thursday,2046-42,2046-10,2024
2024-01-12,Thursday,2046-43,2046-10,2024
2024-01-13,Friday,2046-44,2046-10,2024
2024-01-12,Monday,2046-45,2046-11,2024
2024-01-16,Tuesday,2046-46,2046-11,2024
2024-01-25,Monday,2046-47,2046-11,2024
2024-01-18,Thursday,2046-48,2046-11,2024
2024-01-09,Thursday,2046-49,2046-12,2024
2024-02-09,Monday,2046-50,2046-12,2024
2024-01-12,Thursday,2046-51,2046-12,2024
2024-01-30,Wednesday,2046-52,2046-12,2024
2024-02-10,Thursday,2046-53,2046-12,2024
2024-02-03,Wednesday,2047-01,2047-01,2024
2024-01-15,Wednesday,2047-02,2047-01,2024
2024-01-25,Thursday,2047-03,2047-01,2024
2024-02-08,Friday,2047-04,2047-01,2024
2024-01-29,Friday,2047-05,2047-02,2024
2024-01-17,Wednesday,2047-06,2047-02,2024
2024-01-19,Monday,2047-07,2047-02,2024
2024-01-31,Wednesday,2047-08,2047-02,2024
2024-01-17,Friday,2047-09,2047-03,2024
2024-01-18,Friday,2047-10,2047-03,2024
2024-01-15,Thursday,2047-11,2047-03,2024
2024-01-22,Monday,2047-12,2047-03,2024
2024-02-07,Wednesday,2047-13,2047-04,2024
2024-01-25,Thursday,2047-14,2047-04,2024
2024-01-27,Tuesday,2047-15,2047-04,2024
2024-02-10,Thursday,2047-16,2047-04,2024
2024-01-14,Tuesday,2047-17,2047-04,2024
2024-02-07,Tuesday,2047-18,2047-05,2024
2024-02-04,Tuesday,2047-19,2047-05,2024
2024-02-05,Wednesday,2047-20,2047-05,2024
2024-02-03,Thursday,2047-21,2047-05,2024
2024-01-08,Tuesday,2047-22,2047-06,2024
2024-02-01,Thursday,2047-23,2047-06,2024
2024-01-24,Friday,2047-24,2047-06,2024
2024-01-27,Monday,2047-25,2047-06,2024
2024-01-12,Monday,2047-26,2047-07,2024
2024-02-07,Monday,2047-27,2047-07,2024
2024-01-19,Tuesday,2047-28,2047-07,2024
2024-01-11,Monday,2047-29,2047-07,2024
2024-01-31,Tuesday,2047-30,2047-07,2024
2024-01-16,Thursday,2047-31,2047-08,2024
2024-01-30,Monday,2047-32,2047-08,2024
2024-01-08,Thursday,2047-33,2047-08,2024
2024-01-12,Thursday,2047-34,2047-08,2024
2024-01-29,Monday,2047-35,2047-09,2024
2024-01-12,Tuesday,2047-36,2047-09,2024
2024-02-02,Wednesday,2047-37,2047-09,2024
2024-01-26,Tuesday,2047-38,2047-09,2024
2024-01-15,Thursday,2047-39,2047-09,2024
2024-01-08,Wednesday,2047-40,2047-10,2024
2024-01-24,Monday,2047-41,2047-10,2024
2024-01-21,Thursday,2047-42,2047-10,2024
2024-02-07,Thursday,2047-43,2047-10,2024
2024-01-13,Tuesday,2047-44,2047-11,2024
2024-01-21,Tuesday,2047-45,2047-11,2024
2024-02-06,Thursday,2047-46,2047-11,2024
2024-02-10,Tuesday,2047-47,2047-11,2024
2024-02-07,Friday,2047-48,2047-12,2024
2024-01-13,Thursday,2047-49,2047-12,2024
2024-01-27,Tuesday,2047-50,2047-12,2024
2024-01-21,Wednesday,2047-51,2047-12,2024
2024-01-31,Monday,2047-52,2047-12,2024
2024-01-15,Tuesday,2048-01,2048-01,2024
2024-02-03,Wednesday,2048-02,2048-01,2024
2024-02-06,Tuesday,2048-03,2048-01,2024
2024-02-09,Friday,2048-04,2048-01,2024
2024-02-08,Tuesday,2048-05,2048-02,2024
2024-01-12,Monday,2048-06,2048-02,2024
2024-01-26,Tuesday,2048-07,2048-02,2024
2024-02-04,Friday,2048-08,2048-02,2024
2024-01-08,Wednesday,2048-09,2048-03,2024
2024-01-27,Wednesday,2048-10,2048-03,2024
2024-01-09,Wednesday,2048-11,2048-03,2024
2024-02-05,Wednesday,2048-12,2048-03,2024
2024-01-23,Wednesday,2048-13,2048-03,2024
2024-01-20,Thursday,2048-14,2048-04,2024
2024-02-05,Friday,2048-15,2048-04,2024
2024-01-21,Tuesday,2048-16,2048-04,2024
2024-01-30,Wednesday,2048-17,2048-04,2024
2024-02-07,Tuesday,2048-18,2048-05,2024
2024-01-11,Monday,2048-19,2048-05,2024
2024-02-01,Wednesday,2048-20,2048-05,2024
2024-01-08,Wednesday,2048-21,2048-05,2024
2024-02-06,Thursday,2048-22,2048-06,2024
2024-02-06,Thursday,2048-23,2048-06,2024
2024-02-07,Friday,2048-24,2048-06,2024
2024-01-24,Thursday,2048-25,2048-06,2024
2024-01-13,Friday,2048-26,2048-06,2024
2024-02-01,Friday,2048-27,2048-07,2024
2024-01-29,Monday,2048-28,2048-07,2024
2024-01-19,Wednesday,2048-29,2048-07,2024
2024-01-15,Tuesday,2048-30,2048-07,2024
2024-01-27,Wednesday,2048-31,2048-08,2024
2024-01-28,Thursday,2048-32,2048-08,2024
2024-01-24,Friday,2048-33,2048-08,2024
2024-01-20,Monday,2048-34,2048-08,2024
2024-02-07,Thursday,2048-35,2048-08,2024
2024-02-10,Friday,2048-36,2048-09,2024
2024-02-03,Wednesday,2048-37,2048-09,2024
2024-02-08,Monday,2048-38,2048-09,2024
2024-01-09,Friday,2048-39,2048-09,2024
2024-01-08,Friday,2048-40,2048-10,2024
2024-01-29,Friday,2048-41,2048-10,2024
2024-01-29,Thursday,2048-42,2048-10,2024
2024-01-19,Friday,2048-43,2048-10,2024
2024-01-12,Tuesday,2048-44,2048-11,2024
2024-01-31,Thursday,2048-45,2048-11,2024
2024-01-15,Monday,2048-46,2048-11,2024
2024-01-10,Friday,2048-47,2048-11,2024
2024-01-15,Friday,2048-48,2048-11,2024
2024-01-30,Tuesday,2048-49,2048-12,2024
2024-01-08,Friday,2048-50,2048-12,2024
2024-02-10,Tuesday,2048-51,2048-12,2024
2024-02-06,Wednesday,2048-52,2048-12,2024
2024-01-18,Tuesday,2049-01,2049-01,2024
2024-01-11,Wednesday,2049-02,2049-01,2024
2024-02-03,Friday,2049-03,2049-01,2024
2024-01-11,Monday,2049-04,2049-01,2024
2024-02-09,Friday,2049-05,2049-02,2024
2024-02-05,Monday,2049-06,2049-02,2024
2024-01-29,Thursday,2049-07,2049-02,2024
2024-01-18,Friday,2049-08,2049-02,2024
2024-01-17,Tuesday,2049-09,2049-03,2024
2024-02-07,Tuesday,2049-10,2049-03,2024
2024-01-26,Friday,2049-11,2049-03,2024
2024-01-17,Thursday,2049-12,2049-03,2024
2024-01-14,Wednesday,2049-13,2049-03,2024
2024-01-19,Thursday,2049-14,2049-04,2024
2024-01-27,Monday,2049-15,2049-04,2024
2024-01-21,Monday,2049-16,2049-04,2024
2024-01-09,Wednesday,2049-17,2049-04,2024
2024-02-01,Wednesday,2049-18,2049-05,2024
2024-02-02,Monday,2049-19,2049-05,2024
2024-01-15,Thursday,2049-20,2049-05,2024
2024-01-11,Monday,2049-21,2049-05,2024
2024-01-14,Thursday,2049-22,2049-05,2024
2024-01-15,Friday,2049-23,2049-06,2024
2024-01-22,Tuesday,2049-24,2049-06,2024
2024-01-17,Wednesday,2049-25,2049-06,2024
2024-01-17,Thursday,2049-26,2049-06,2024
2024-01-12,Tuesday,2049-27,2049-07,2024
2024-02-09,Friday,2049-28,2049-07,2024
2024-01-14,Tuesday,2049-29,2049-07,2024
2024-02-10,Monday,2049-30,2049-07,2024
2024-02-04,Thursday,2049-31,2049-08,2024
2024-01-24,Monday,2049-32,2049-08,2024
2024-01-17,Monday,2049-33,2049-08,2024
2024-01-23,Thursday,2049-34,2049-08,2024
2024-01-26,Thursday,2049-35,2049-08,2024
2024-01-15,Friday,2049-36,2049-09,2024
2024-01-15,Wednesday,2049-37,2049-09,2024
2024-02-07,Friday,2049-38,2049-09,2024
2024-02-09,Friday,2049-39,2049-09,2024
2024-02-03,Thursday,2049-40,2049-10,2024
2024-01-15,Thursday,2049-41,2049-10,2024
2024-01-15,Thursday,2049-42,2049-10,2024
2024-02-03,Wednesday,2049-43,2049-10,2024
2024-01-30,Monday,2049-44,2049-11,2024
2024-01-19,Thursday,2049-45,2049-11,2024
2024-01-11,Tuesday,2049-46,2049-11,2024
2024-01-24,Monday,2049-47,2049-11,2024
2024-01-30,Thursday,2049-48,2049-11,2024
2024-01-11,Wednesday,2049-49,2049-12,2024
2024-01-24,Wednesday,2049-50,2049-12,2024
2024-01-29,Thursday,2049-51,2049-12,2024
2024-01-26,Friday,2049-52,2049-12,2024
2024-02-07,Monday,2050-01,2050-01,2024
2024-02-02,Monday,2050-02,2050-01,2024
2024-02-09,Thursday,2050-03,2050-01,2024
2024-02-03,Friday,2050-04,2050-01,2024
2024-01-15,Friday,2050-05,2050-01,2024
2024-02-06,Thursday,2050-06,2050-02,2024
2024-02-01,Friday,2050-07,2050-02,2024
2024-02-07,Friday,2050-08,2050-02,2024
2024-01-24,Friday,2050-09,2050-02,2024
2024-01-25,Thursday,2050-10,2050-03,2024
2024-01-16,Thursday,2050-11,2050-03,2024
2024-01-28,Wednesday,2050-12,2050-03,2024
2024-01-10,Friday,2050-13,2050-03,2024
2024-02-04,Thursday,2050-14,2050-04,2024
2024-02-07,Tuesday,2050-15,2050-04,2024
2024-01-17,Tuesday,2050-16,2050-04,2024
2024-02-04,Thursday,2050-17,2050-04,2024
2024-01-30,Friday,2050-18,2050-05,2024
2024-01-09,Monday,2050-19,2050-05,2024
2024-01-12,Tuesday,2050-20,2050-05,2024
2024-02-08,Friday,2050-21,2050-05,2024
2024-01-20,Tuesday,2050-22,2050-05,2024
2024-02-08,Monday,2050-23,2050-06,2024
2024-01-28,Thursday,2050-24,2050-06,2024
2024-01-13,Friday,2050-25,2050-06,2024
2024-02-05,Wednesday,2050-26,2050-06,2024
2024-02-09,Thursday,2050-27,2050-07,2024
2024-01-09,Tuesday,2050-28,2050-07,2024
2024-01-21,Monday,2050-29,2050-07,2024
2024-01-10,Thursday,2050-30,2050-07,2024
2024-01-30,Friday,2050-31,2050-08,2024
2024-01-15,Wednesday,2050-32,2050-08,2024
2024-01-21,Tuesday,2050-33,2050-08,2024
2024-01-08,Thursday,2050-34,2050-08,2024
2024-01-30,Wednesday,2050-35,2050-08,2024
2024-01-29,Thursday,2050-36,2050-09,2024
2024-01-20,Monday,2050-37,2050-09,2024
2024-01-24,Wednesday,2050-38,2050-09,2024
2024-01-13,Tuesday,2050-39,2050-09,2024
2024-01-16,Monday,2050-40,2050-10,2024
2024-01-23,Tuesday,2050-41,2050-10,2024
2024-01-16,Friday,2050-42,2050-10,2024
2024-01-15,Friday,2050-43,2050-10,2024
2024-02-04,Tuesday,2050-44,2050-10,2024
2024-01-25,Monday,2050-45,2050-11,2024
2024-01-11,Wednesday,2050-46,2050-11,2024
2024-01-29,Thursday,2050-47,2050-11,2024
2024-02-08,Thursday,2050-48,2050-11,2024
2024-01-29,Friday,2050-49,2050-12,2024
2024-02-08,Tuesday,2050-50,2050-12,2024
2024-01-28,Friday,2050-51,2050-12,2024
2024-02-03,Friday,2050-52,2050-12,2024
2024-01-15,Tuesday,2051-01,2051-01,2024
2024-01-24,Friday,2051-02,2051-01,2024
2024-01-11,Wednesday,2051-03,2051-01,2024
2024-01-14,Friday,2051-04,2051-01,2024
2024-01-29,Monday,2051-05,2051-01,2024
2024-01-12,Friday,2051-06,2051-02,2024
2024-02-03,Tuesday,2051-07,2051-02,2024
2024-02-03,Wednesday,2051-08,2051-02,2024
2024-02-03,Friday,2051-09,2051-02,2024
2024-01-31,Friday,2051-10,2051-03,2024
2024-01-27,Tuesday,2051-11,2051-03,2024
2024-01-18,Wednesday,2051-12,2051-03,2024
2024-01-15,Tuesday,2051-13,2051-03,2024
2024-02-06,Tuesday,2051-14,2051-04,2024
2024-01-29,Wednesday,2051-15,2051-04,2024
2024-01-18,Monday,2051-16,2051-04,2024
2024-01-24,Wednesday,2051-17,2051-04,2024
2024-01-29,Wednesday,2051-18,2051-05,2024
2024-01-28,Thursday,2051-19,2051-05,2024
2024-01-22,Tuesday,2051-20,2051-05,2024
2024-01-13,Monday,2051-21,2051-05,2024
2024-01-09,Tuesday,2051-22,2051-05,2024
2024-01-25,Wednesday,2051-23,2051-06,2024
2024-01-24,Tuesday,2051-24,2051-06,2024
2024-01-14,Thursday,2051-25,2051-06,2024
2024-01-24,Wednesday,2051-26,2051-06,2024
2024-01-19,Wednesday,2051-27,2051-07,2024
2024-01-27,Thursday,2051-28,2051-07,2024
2024-02-01,Thursday,2051-29,2051-07,2024
2024-01-11,Friday,2051-30,2051-07,2024
2024-01-10,Tuesday,2051-31,2051-07,2024
2024-01-14,Friday,2051-32,2051-08,2024
2024-01-08,Tuesday,2051-33,2051-08,2024
2024-01-26,Thursday,2051-34,2051-08,2024
2024-02-06,Friday,2051-35,2051-08,2024
2024-01-16,Thursday,2051-36,2051-09,2024
2024-01-31,Tuesday,2051-37,2051-09,2024
2024-01-15,Thursday,2051-38,2051-09,2024
2024-01-30,Tuesday,2051-39,2051-09,2024
2024-01-10,Monday,2051-40,2051-10,2024
2024-02-04,Tuesday,2051-41,2051-10,2024
2024-02-02,Tuesday,2051-42,2051-10,2024
2024-01-22,Tuesday,2051-43,2051-10,2024
2024-01-13,Wednesday,2051-44,2051-10,2024
2024-01-28,Thursday,2051-45,2051-11,2024
2024-01-16,Tuesday,2051-46,2051-11,2024
2024-01-30,Friday,2051-47,2051-11,2024
2024-01-11,Friday,2051-48,2051-11,2024
2024-01-27,Monday,2051-49,2051-12,2024
2024-01-20,Wednesday,2051-50,2051-12,2024
2024-02-10,Tuesday,2051-51,2051-12,2024
2024-01-28,Tuesday,2051-52,2051-12,2024
2024-02-08,Wednesday,2052-01,2052-01,2024
2024-01-18,Tuesday,2052-02,2052-01,2024
2024-01-28,Thursday,2052-03,2052-01,2024
2024-02-05,Wednesday,2052-04,2052-01,2024
2024-01-20,Monday,2052-05,2052-01,2024
2024-01-24,Wednesday,2052-06,2052-02,2024
2024-01-20,Friday,2052-07,2052-02,2024
2024-01-15,Tuesday,2052-08,2052-02,2024
2024-01-21,Friday,2052-09,2052-02,2024
2024-01-13,Tuesday,2052-10,2052-03,2024
2024-01-08,Tuesday,2052-11,2052-03,2024
2024-01-26,Wednesday,2052-12,2052-03,2024
2024-01-18,Thursday,2052-13,2052-03,2024
2024-02-02,Tuesday,2052-14,2052-04,2024
2024-01-24,Thursday,2052-15,2052-04,2024
2024-02-09,Tuesday,2052-16,2052-04,2024
2024-01-12,Friday,2052-17,2052-04,2024
2024-01-21,Friday,2052-18,2052-04,2024
2024-01-31,Tuesday,2052-19,2052-05,2024
2024-01-29,Monday,2052-20,2052-05,2024
2024-01-21,Tuesday,2052-21,2052-05,2024
2024-02-03,Tuesday,2052-22,2052-05,2024
2024-01-15,Thursday,2052-23,2052-06,2024
2024-01-27,Thursday,2052-24,2052-06,2024
2024-02-06,Thursday,2052-25,2052-06,2024
2024-01-20,Thursday,2052-26,2052-06,2024
2024-02-02,Thursday,2052-27,2052-07,2024
2024-02-08,Monday,2052-28,2052-07,2024
2024-01-30,Monday,2052-29,2052-07,2024
2024-01-19,Friday,2052-30,2052-07,2024
2024-01-18,Wednesday,2052-31,2052-07,2024
2024-02-08,Friday,2052-32,2052-08,2024
2024-01-09,Tuesday,2052-33,2052-08,2024
2024-01-21,Wednesday,2052-34,2052-08,2024
2024-01-12,Friday,2052-35,2052-08,2024
2024-01-30,Wednesday,2052-36,2052-09,2024
2024-01-29,Wednesday,2052-37,2052-09,2024
2024-02-10,Wednesday,2052-38,2052-09,2024
