Date,Day of Week,Week Ending,Month Ending,Year Ending
2024-01-24,Wednesday,2052-39,2052-09,2024
2024-01-24,Thursday,2052-40,2052-09,2024
2024-01-20,Monday,2052-41,2052-10,2024
2024-01-31,Tuesday,2052-42,2052-10,2024
2024-01-29,Wednesday,2052-43,2052-10,2024
2024-02-09,Monday,2052-44,2052-10,2024
2024-01-08,Friday,2052-45,2052-11,2024
2024-01-13,Wednesday,2052-46,2052-11,2024
2024-01-09,Wednesday,2052-47,2052-11,2024
2024-01-21,Friday,2052-48,2052-11,2024
2024-01-12,Monday,2052-49,2052-12,2024
2024-01-22,Thursday,2052-50,2052-12,2024
2024-01-13,Thursday,2052-51,2052-12,2024
2024-01-30,Wednesday,2052-52,2052-12,2024
2024-01-14,Tuesday,2052-53,2052-12,2024
2024-01-19,Wednesday,2053-01,2053-01,2024
2024-01-25,Tuesday,2053-02,2053-01,2024
2024-01-15,Friday,2053-03,2053-01,2024
2024-01-21,Friday,2053-04,2053-01,2024
2024-02-07,Tuesday,2053-05,2053-02,2024
2024-01-30,Monday,2053-06,2053-02,2024
2024-02-06,Friday,2053-07,2053-02,2024
2024-01-27,Monday,2053-08,2053-02,2024
2024-02-07,Monday,2053-09,2053-03,2024
2024-01-11,Wednesday,2053-10,2053-03,2024
2024-01-28,Monday,2053-11,2053-03,2024
2024-01-12,Friday,2053-12,2053-03,2024
2024-01-27,Friday,2053-13,2053-03,2024
2024-01-23,Wednesday,2053-14,2053-04,2024
2024-01-31,Friday,2053-15,2053-04,2024
2024-01-20,Friday,2053-16,2053-04,2024
2024-01-29,Thursday,2053-17,2053-04,2024
2024-01-12,Thursday,2053-18,2053-05,2024
2024-02-02,Monday,2053-19,2053-05,2024
2024-01-10,Thursday,2053-20,2053-05,2024
2024-02-10,Thursday,2053-21,2053-05,2024
2024-01-13,Thursday,2053-22,2053-06,2024
2024-01-12,Friday,2053-23,2053-06,2024
2024-02-01,Friday,2053-24,2053-06,2024
2024-01-23,Tuesday,2053-25,2053-06,2024
2024-01-16,Friday,2053-26,2053-06,2024
2024-02-10,Monday,2053-27,2053-07,2024
2024-02-10,Friday,2053-28,2053-07,2024
2024-02-05,Wednesday,2053-29,2053-07,2024
2024-02-05,Tuesday,2053-30,2053-07,2024
2024-02-01,Wednesday,2053-31,2053-08,2024
2024-02-02,Thursday,2053-32,2053-08,2024
2024-01-13,Thursday,2053-33,2053-08,2024
2024-01-20,Monday,2053-34,2053-08,2024
2024-01-31,Wednesday,2053-35,2053-09,2024
2024-01-16,Friday,2053-36,2053-09,2024
2024-01-12,Friday,2053-37,2053-09,2024
2024-01-19,Monday,2053-38,2053-09,2024
2024-01-27,Friday,2053-39,2053-09,2024
2024-01-24,Tuesday,2053-40,2053-10,2024
2024-01-16,Tuesday,2053-41,2053-10,2024
2024-01-30,Friday,2053-42,2053-10,2024
2024-02-03,Wednesday,2053-43,2053-10,2024
2024-01-22,Friday,2053-44,2053-11,2024
2024-02-01,Wednesday,2053-45,2053-11,2024
2024-02-02,Tuesday,2053-46,2053-11,2024
2024-01-14,Friday,2053-47,2053-11,2024
2024-01-17,Thursday,2053-48,2053-12,2024
2024-01-20,Wednesday,2053-49,2053-12,2024
2024-02-01,Thursday,2053-50,2053-12,2024
2024-01-25,Friday,2053-51,2053-12,2024
2024-01-15,Thursday,2053-52,2053-12,2024
2024-01-14,Friday,2054-01,2054-01,2024
2024-01-15,Thursday,2054-02,2054-01,2024
2024-01-11,Friday,2054-03,2054-01,2024
2024-02-04,Tuesday,2054-04,2054-01,2024
2024-02-10,Monday,2054-05,2054-02,2024
2024-01-09,Wednesday,2054-06,2054-02,2024
2024-01-20,Tuesday,2054-07,2054-02,2024
2024-02-08,Tuesday,2054-08,2054-02,2024
2024-02-10,Tuesday,2054-09,2054-03,2024
2024-01-12,Tuesday,2054-10,2054-03,2024
2024-01-17,Thursday,2054-11,2054-03,2024
2024-01-17,Thursday,2054-12,2054-03,2024
2024-01-27,Wednesday,2054-13,2054-03,2024
2024-01-31,Thursday,2054-14,2054-04,2024
2024-01-22,Tuesday,2054-15,2054-04,2024
2024-02-01,Thursday,2054-16,2054-04,2024
2024-01-26,Thursday,2054-17,2054-04,2024
2024-01-23,Monday,2054-18,2054-05,2024
2024-01-27,Tuesday,2054-19,2054-05,2024
2024-01-18,Friday,2054-20,2054-05,2024
2024-01-25,Wednesday,2054-21,2054-05,2024
2024-02-10,Monday,2054-22,2054-06,2024
2024-02-02,Thursday,2054-23,2054-06,2024
2024-02-05,Thursday,2054-24,2054-06,2024
2024-01-14,Thursday,2054-25,2054-06,2024
2024-01-31,Tuesday,2054-26,2054-06,2024
2024-01-23,Monday,2054-27,2054-07,2024
2024-01-26,Monday,2054-28,2054-07,2024
2024-01-31,Wednesday,2054-29,2054-07,2024
2024-02-07,Monday,2054-30,2054-07,2024
2024-02-10,Wednesday,2054-31,2054-08,2024
2024-01-10,Monday,2054-32,2054-08,2024
2024-01-13,Thursday,2054-33,2054-08,2024
2024-01-18,Monday,2054-34,2054-08,2024
2024-01-23,Thursday,2054-35,2054-08,2024
2024-02-04,Wednesday,2054-36,2054-09,2024
2024-01-15,Thursday,2054-37,2054-09,2024
2024-01-15,Tuesday,2054-38,2054-09,2024
2024-02-05,Wednesday,2054-39,2054-09,2024
2024-01-28,Thursday,2054-40,2054-10,2024
2024-01-19,Wednesday,2054-41,2054-10,2024
2024-01-22,Wednesday,2054-42,2054-10,2024
2024-01-14,Wednesday,2054-43,2054-10,2024
2024-01-12,Wednesday,2054-44,2054-11,2024
2024-01-25,Monday,2054-45,2054-11,2024
2024-01-20,Friday,2054-46,2054-11,2024
2024-02-03,Wednesday,2054-47,2054-11,2024
2024-01-12,Monday,2054-48,2054-11,2024
2024-01-22,Wednesday,2054-49,2054-12,2024
2024-02-09,Monday,2054-50,2054-12,2024
2024-01-12,Wednesday,2054-51,2054-12,2024
2024-01-15,Wednesday,2054-52,2054-12,2024
2024-02-02,Thursday,2055-01,2055-01,2024
2024-01-20,Thursday,2055-02,2055-01,2024
2024-02-07,Friday,2055-03,2055-01,2024
2024-02-02,Thursday,2055-04,2055-01,2024
2024-02-04,Friday,2055-05,2055-02,2024
2024-01-19,Wednesday,2055-06,2055-02,2024
2024-01-14,Tuesday,2055-07,2055-02,2024
2024-01-25,Wednesday,2055-08,2055-02,2024
2024-01-23,Monday,2055-09,2055-03,2024
2024-01-17,Thursday,2055-10,2055-03,2024
2024-01-26,Friday,2055-11,2055-03,2024
2024-01-17,Friday,2055-12,2055-03,2024
2024-01-13,Tuesday,2055-13,2055-03,2024
2024-02-10,Friday,2055-14,2055-04,2024
2024-02-10,Thursday,2055-15,2055-04,2024
2024-01-22,Thursday,2055-16,2055-04,2024
2024-01-26,Tuesday,2055-17,2055-04,2024
2024-01-12,Wednesday,2055-18,2055-05,2024
2024-01-31,Monday,2055-19,2055-05,2024
2024-02-09,Wednesday,2055-20,2055-05,2024
2024-01-28,Thursday,2055-21,2055-05,2024
2024-01-29,Wednesday,2055-22,2055-05,2024
2024-02-02,Thursday,2055-23,2055-06,2024
2024-01-28,Friday,2055-24,2055-06,2024
2024-01-29,Monday,2055-25,2055-06,2024
2024-01-10,Monday,2055-26,2055-06,2024
2024-01-17,Friday,2055-27,2055-07,2024
2024-01-13,Tuesday,2055-28,2055-07,2024
2024-01-23,Monday,2055-29,2055-07,2024
2024-02-09,Monday,2055-30,2055-07,2024
2024-01-08,Tuesday,2055-31,2055-08,2024
2024-01-21,Friday,2055-32,2055-08,2024
2024-01-25,Tuesday,2055-33,2055-08,2024
2024-02-04,Monday,2055-34,2055-08,2024
2024-01-30,Monday,2055-35,2055-08,2024
2024-02-09,Wednesday,2055-36,2055-09,2024
2024-01-11,Thursday,2055-37,2055-09,2024
2024-01-28,Tuesday,2055-38,2055-09,2024
2024-01-30,Friday,2055-39,2055-09,2024
2024-01-27,Wednesday,2055-40,2055-10,2024
2024-01-15,Thursday,2055-41,2055-10,2024
2024-01-24,Thursday,2055-42,2055-10,2024
2024-01-22,Monday,2055-43,2055-10,2024
2024-01-18,Tuesday,2055-44,2055-11,2024
2024-01-18,Thursday,2055-45,2055-11,2024
2024-01-21,Monday,2055-46,2055-11,2024
2024-01-11,Friday,2055-47,2055-11,2024
2024-01-10,Monday,2055-48,2055-11,2024
2024-02-08,Tuesday,2055-49,2055-12,2024
2024-01-18,Thursday,2055-50,2055-12,2024
2024-01-26,Wednesday,2055-51,2055-12,2024
2024-01-15,Friday,2055-52,2055-12,2024
2024-01-28,Monday,2056-01,2056-01,2024
2024-02-08,Friday,2056-02,2056-01,2024
2024-01-29,Thursday,2056-03,2056-01,2024
2024-01-27,Thursday,2056-04,2056-01,2024
2024-01-31,Thursday,2056-05,2056-01,2024
2024-02-08,Thursday,2056-06,2056-02,2024
2024-01-22,Wednesday,2056-07,2056-02,2024
2024-02-04,Tuesday,2056-08,2056-02,2024
2024-02-02,Tuesday,2056-09,2056-02,2024
2024-01-24,Wednesday,2056-10,2056-03,2024
2024-01-17,Monday,2056-11,2056-03,2024
2024-01-28,Wednesday,2056-12,2056-03,2024
2024-02-08,Wednesday,2056-13,2056-03,2024
2024-01-26,Monday,2056-14,2056-04,2024
2024-01-24,Thursday,2056-15,2056-04,2024
2024-02-05,Wednesday,2056-16,2056-04,2024
2024-01-18,Tuesday,2056-17,2056-04,2024
2024-02-06,Monday,2056-18,2056-05,2024
2024-01-31,Wednesday,2056-19,2056-05,2024
2024-01-30,Thursday,2056-20,2056-05,2024
2024-01-09,Monday,2056-21,2056-05,2024
2024-02-02,Thursday,2056-22,2056-05,2024
2024-01-20,Friday,2056-23,2056-06,2024
2024-01-23,Thursday,2056-24,2056-06,2024
2024-01-23,Friday,2056-25,2056-06,2024
2024-02-06,Thursday,2056-26,2056-06,2024
2024-01-24,Friday,2056-27,2056-07,2024
2024-01-31,Tuesday,2056-28,2056-07,2024
2024-02-01,Monday,2056-29,2056-07,2024
2024-02-08,Thursday,2056-30,2056-07,2024
2024-01-13,Friday,2056-31,2056-07,2024
2024-02-02,Monday,2056-32,2056-08,2024
2024-01-25,Wednesday,2056-33,2056-08,2024
2024-02-09,Wednesday,2056-34,2056-08,2024
2024-02-02,Friday,2056-35,2056-08,2024
2024-02-01,Tuesday,2056-36,2056-09,2024
2024-01-08,Monday,2056-37,2056-09,2024
2024-01-13,Friday,2056-38,2056-09,2024
2024-01-18,Wednesday,2056-39,2056-09,2024
2024-01-24,Wednesday,2056-40,2056-10,2024
2024-01-14,Thursday,2056-41,2056-10,2024
2024-01-15,Friday,2056-42,2056-10,2024
2024-01-24,Friday,2056-43,2056-10,2024
2024-01-25,Tuesday,2056-44,2056-10,2024
2024-01-09,Friday,2056-45,2056-11,2024
2024-01-31,Monday,2056-46,2056-11,2024
2024-01-27,Monday,2056-47,2056-11,2024
2024-01-16,Monday,2056-48,2056-11,2024
2024-01-26,Thursday,2056-49,2056-12,2024
2024-02-08,Wednesday,2056-50,2056-12,2024
2024-01-31,Friday,2056-51,2056-12,2024
2024-01-31,Tuesday,2056-52,2056-12,2024
2024-01-20,Friday,2057-01,2057-01,2024
2024-01-23,Thursday,2057-02,2057-01,2024
2024-01-11,Thursday,2057-03,2057-01,2024
2024-01-14,Monday,2057-04,2057-01,2024
2024-01-10,Tuesday,2057-05,2057-01,2024
2024-02-06,Wednesday,2057-06,2057-02,2024
2024-02-06,Tuesday,2057-07,2057-02,2024
2024-01-27,Tuesday,2057-08,2057-02,2024
2024-01-20,Wednesday,2057-09,2057-02,2024
2024-01-28,Monday,2057-10,2057-03,2024
2024-01-19,Friday,2057-11,2057-03,2024
2024-02-09,Tuesday,2057-12,2057-03,2024
2024-02-10,Tuesday,2057-13,2057-03,2024
2024-01-14,Thursday,2057-14,2057-04,2024
2024-02-08,Monday,2057-15,2057-04,2024
2024-01-28,Tuesday,2057-16,2057-04,2024
2024-01-26,Wednesday,2057-17,2057-04,2024
2024-01-18,Thursday,2057-18,2057-04,2024
2024-01-18,Tuesday,2057-19,2057-05,2024
2024-01-18,Monday,2057-20,2057-05,2024
2024-02-08,Thursday,2057-21,2057-05,2024
2024-01-15,Tuesday,2057-22,2057-05,2024
2024-01-09,Wednesday,2057-23,2057-06,2024
2024-01-25,Tuesday,2057-24,2057-06,2024
2024-01-14,Monday,2057-25,2057-06,2024
2024-02-05,Wednesday,2057-26,2057-06,2024
2024-02-03,Wednesday,2057-27,2057-07,2024
2024-01-13,Tuesday,2057-28,2057-07,2024
2024-01-09,Monday,2057-29,2057-07,2024
2024-01-26,Tuesday,2057-30,2057-07,2024
2024-01-23,Monday,2057-31,2057-07,2024
2024-01-20,Wednesday,2057-32,2057-08,2024
2024-01-13,Thursday,2057-33,2057-08,2024
2024-01-11,Tuesday,2057-34,2057-08,2024
2024-01-28,Thursday,2057-35,2057-08,2024
2024-02-04,Thursday,2057-36,2057-09,2024
2024-02-08,Friday,2057-37,2057-09,2024
2024-01-30,Thursday,2057-38,2057-09,2024
2024-01-14,Friday,2057-39,2057-09,2024
2024-02-05,Monday,2057-40,2057-10,2024
2024-02-08,Thursday,2057-41,2057-10,2024
2024-02-05,Thursday,2057-42,2057-10,2024
2024-01-12,Tuesday,2057-43,2057-10,2024
2024-01-30,Tuesday,2057-44,2057-10,2024
2024-02-05,Thursday,2057-45,2057-11,2024
2024-01-16,Friday,2057-46,2057-11,2024
2024-01-29,Friday,2057-47,2057-11,2024
2024-02-01,Thursday,2057-48,2057-11,2024
2024-02-10,Wednesday,2057-49,2057-12,2024
2024-02-03,Monday,2057-50,2057-12,2024
2024-01-21,Monday,2057-51,2057-12,2024
2024-01-12,Wednesday,2057-52,2057-12,2024
2024-02-02,Friday,2057-53,2057-12,2024
2024-01-21,Thursday,2058-01,2058-01,2024
2024-02-09,Monday,2058-02,2058-01,2024
2024-01-09,Friday,2058-03,2058-01,2024
2024-01-09,Friday,2058-04,2058-01,2024
2024-01-27,Thursday,2058-05,2058-02,2024
2024-02-07,Monday,2058-06,2058-02,2024
2024-02-03,Friday,2058-07,2058-02,2024
2024-02-07,Friday,2058-08,2058-02,2024
2024-02-06,Tuesday,2058-09,2058-03,2024
2024-01-08,Friday,2058-10,2058-03,2024
2024-01-28,Tuesday,2058-11,2058-03,2024
2024-02-07,Tuesday,2058-12,2058-03,2024
2024-01-29,Tuesday,2058-13,2058-04,2024
2024-01-29,Thursday,2058-14,2058-04,2024
2024-02-06,Friday,2058-15,2058-04,2024
2024-01-08,Tuesday,2058-16,2058-04,2024
2024-01-19,Tuesday,2058-17,2058-04,2024
2024-02-01,Monday,2058-18,2058-05,2024
2024-01-14,Friday,2058-19,2058-05,2024
2024-01-27,Wednesday,2058-20,2058-05,2024
2024-01-11,Thursday,2058-21,2058-05,2024
2024-01-21,Thursday,2058-22,2058-06,2024
2024-01-18,Friday,2058-23,2058-06,2024
2024-01-17,Wednesday,2058-24,2058-06,2024
2024-01-13,Friday,2058-25,2058-06,2024
2024-01-24,Wednesday,2058-26,2058-07,2024
2024-01-16,Tuesday,2058-27,2058-07,2024
2024-01-09,Tuesday,2058-28,2058-07,2024
2024-01-14,Wednesday,2058-29,2058-07,2024
2024-01-10,Monday,2058-30,2058-07,2024
2024-01-23,Thursday,2058-31,2058-08,2024
2024-01-29,Tuesday,2058-32,2058-08,2024
2024-01-08,Friday,2058-33,2058-08,2024
2024-02-06,Friday,2058-34,2058-08,2024
2024-01-11,Wednesday,2058-35,2058-09,2024
2024-01-19,Monday,2058-36,2058-09,2024
2024-01-27,Wednesday,2058-37,2058-09,2024
2024-01-24,Friday,2058-38,2058-09,2024
2024-02-03,Wednesday,2058-39,2058-09,2024
2024-02-05,Thursday,2058-40,2058-10,2024
2024-02-09,Tuesday,2058-41,2058-10,2024
2024-01-18,Tuesday,2058-42,2058-10,2024
2024-02-09,Tuesday,2058-43,2058-10,2024
2024-01-16,Friday,2058-44,2058-11,2024
2024-01-31,Tuesday,2058-45,2058-11,2024
2024-01-24,Monday,2058-46,2058-11,2024
2024-02-02,Wednesday,2058-47,2058-11,2024
2024-01-26,Friday,2058-48,2058-12,2024
2024-01-23,Tuesday,2058-49,2058-12,2024
2024-02-03,Friday,2058-50,2058-12,2024
2024-02-04,Monday,2058-51,2058-12,2024
2024-01-12,Tuesday,2058-52,2058-12,2024
2024-01-20,Wednesday,2059-01,2059-01,2024
2024-01-31,Monday,2059-02,2059-01,2024
2024-01-19,Friday,2059-03,2059-01,2024
2024-01-23,Monday,2059-04,2059-01,2024
2024-01-10,Thursday,2059-05,2059-02,2024
2024-01-31,Tuesday,2059-06,2059-02,2024
2024-02-09,Friday,2059-07,2059-02,2024
2024-01-28,Thursday,2059-08,2059-02,2024
2024-01-27,Friday,2059-09,2059-03,2024
2024-01-20,Tuesday,2059-10,2059-03,2024
2024-02-04,Thursday,2059-11,2059-03,2024
2024-01-22,Thursday,2059-12,2059-03,2024
2024-02-10,Thursday,2059-13,2059-03,2024
2024-01-30,Monday,2059-14,2059-04,2024
2024-02-05,Friday,2059-15,2059-04,2024
2024-02-09,Monday,2059-16,2059-04,2024
2024-01-23,Friday,2059-17,2059-04,2024
2024-02-08,Tuesday,2059-18,2059-05,2024
2024-01-10,Tuesday,2059-19,2059-05,2024
2024-02-10,Tuesday,2059-20,2059-05,2024
2024-02-02,Wednesday,2059-21,2059-05,2024
2024-01-30,Thursday,2059-22,2059-06,2024
2024-01-28,Monday,2059-23,2059-06,2024
2024-01-23,Friday,2059-24,2059-06,2024
2024-01-22,Tuesday,2059-25,2059-06,2024
2024-01-22,Friday,2059-26,2059-06,2024
2024-01-24,Friday,2059-27,2059-07,2024
2024-01-13,Monday,2059-28,2059-07,2024
2024-02-10,Wednesday,2059-29,2059-07,2024
2024-01-31,Wednesday,2059-30,2059-07,2024
2024-02-07,Wednesday,2059-31,2059-08,2024
2024-01-20,Monday,2059-32,2059-08,2024
2024-01-25,Wednesday,2059-33,2059-08,2024
2024-01-31,Friday,2059-34,2059-08,2024
2024-01-15,Monday,2059-35,2059-09,2024
2024-01-18,Monday,2059-36,2059-09,2024
2024-02-06,Monday,2059-37,2059-09,2024
2024-01-13,Friday,2059-38,2059-09,2024
2024-01-10,Monday,2059-39,2059-09,2024
2024-01-13,Monday,2059-40,2059-10,2024
2024-01-25,Friday,2059-41,2059-10,2024
2024-02-08,Friday,2059-42,2059-10,2024
2024-01-16,Tuesday,2059-43,2059-10,2024
2024-01-10,Tuesday,2059-44,2059-11,2024
2024-01-30,Monday,2059-45,2059-11,2024
2024-01-20,Thursday,2059-46,2059-11,2024
2024-01-11,Friday,2059-47,2059-11,2024
2024-01-23,Friday,2059-48,2059-12,2024
2024-02-04,Wednesday,2059-49,2059-12,2024
2024-01-31,Thursday,2059-50,2059-12,2024
2024-01-31,Wednesday,2059-51,2059-12,2024
2024-02-08,Thursday,2059-52,2059-12,2024
2024-01-26,Wednesday,2060-01,2060-01,2024
2024-02-02,Monday,2060-02,2060-01,2024
2024-01-27,Monday,2060-03,2060-01,2024
2024-02-09,Friday,2060-04,2060-01,2024
2024-01-21,Wednesday,2060-05,2060-02,2024
2024-01-30,Wednesday,2060-06,2060-02,2024
2024-01-10,Tuesday,2060-07,2060-02,2024
2024-02-08,Monday,2060-08,2060-02,2024
2024-01-09,Friday,2060-09,2060-03,2024
2024-02-06,Tuesday,2060-10,2060-03,2024
2024-01-23,Thursday,2060-11,2060-03,2024
2024-02-03,Tuesday,2060-12,2060-03,2024
2024-01-30,Tuesday,2060-13,2060-03,2024
2024-01-16,Friday,2060-14,2060-04,2024
2024-02-07,Friday,2060-15,2060-04,2024
2024-02-02,Wednesday,2060-16,2060-04,2024
2024-01-13,Wednesday,2060-17,2060-04,2024
2024-02-02,Thursday,2060-18,2060-05,2024
2024-01-25,Thursday,2060-19,2060-05,2024
2024-02-02,Wednesday,2060-20,2060-05,2024
2024-01-15,Wednesday,2060-21,2060-05,2024
2024-01-22,Friday,2060-22,2060-05,2024
2024-01-11,Wednesday,2060-23,2060-06,2024
2024-01-12,Tuesday,2060-24,2060-06,2024
2024-01-22,Monday,2060-25,2060-06,2024
2024-01-21,Monday,2060-26,2060-06,2024
2024-02-10,Monday,2060-27,2060-07,2024
2024-01-08,Wednesday,2060-28,2060-07,2024
2024-01-10,Thursday,2060-29,2060-07,2024
2024-02-04,Monday,2060-30,2060-07,2024
2024-01-31,Tuesday,2060-31,2060-08,2024
2024-01-30,Thursday,2060-32,2060-08,2024
2024-01-10,Monday,2060-33,2060-08,2024
2024-01-09,Tuesday,2060-34,2060-08,2024
2024-01-31,Monday,2060-35,2060-08,2024
2024-01-08,Friday,2060-36,2060-09,2024
2024-01-22,Thursday,2060-37,2060-09,2024
2024-01-30,Friday,2060-38,2060-09,2024
2024-01-25,Thursday,2060-39,2060-09,2024
2024-01-11,Tuesday,2060-40,2060-10,2024
2024-01-18,Friday,2060-41,2060-10,2024
2024-02-03,Thursday,2060-42,2060-10,2024
2024-02-06,Thursday,2060-43,2060-10,2024
2024-01-08,Monday,2060-44,2060-11,2024
2024-01-31,Thursday,2060-45,2060-11,2024
2024-01-19,Thursday,2060-46,2060-11,2024
2024-01-31,Monday,2060-47,2060-11,2024
2024-01-24,Tuesday,2060-48,2060-11,2024
2024-01-17,Monday,2060-49,2060-12,2024
2024-01-16,Friday,2060-50,2060-12,2024
2024-02-08,Wednesday,2060-51,2060-12,2024
2024-02-04,Friday,2060-52,2060-12,2024
2024-02-04,Thursday,2061-01,2061-01,2024
2024-01-13,Wednesday,2061-02,2061-01,2024
2024-02-02,Wednesday,2061-03,2061-01,2024
2024-02-03,Wednesday,2061-04,2061-01,2024
2024-01-25,Tuesday,2061-05,2061-01,2024
2024-02-08,Thursday,2061-06,2061-02,2024
2024-02-03,Friday,2061-07,2061-02,2024
2024-02-10,Tuesday,2061-08,2061-02,2024
2024-02-08,Friday,2061-09,2061-02,2024
2024-01-18,Thursday,2061-10,2061-03,2024
2024-01-14,Tuesday,2061-11,2061-03,2024
2024-01-29,Friday,2061-12,2061-03,2024
2024-01-08,Thursday,2061-13,2061-03,2024
2024-01-09,Wednesday,2061-14,2061-04,2024
2024-01-11,Tuesday,2061-15,2061-04,2024
2024-02-06,Tuesday,2061-16,2061-04,2024
2024-01-24,Friday,2061-17,2061-04,2024
2024-02-10,Tuesday,2061-18,2061-05,2024
2024-01-17,Tuesday,2061-19,2061-05,2024
2024-02-04,Friday,2061-20,2061-05,2024
2024-01-21,Monday,2061-21,2061-05,2024
2024-01-29,Monday,2061-22,2061-05,2024
2024-01-29,Monday,2061-23,2061-06,2024
2024-01-17,Friday,2061-24,2061-06,2024
2024-01-16,Thursday,2061-25,2061-06,2024
2024-02-09,Tuesday,2061-26,2061-06,2024
2024-02-05,Friday,2061-27,2061-07,2024
2024-01-11,Wednesday,2061-28,2061-07,2024
2024-02-01,Thursday,2061-29,2061-07,2024
2024-01-26,Monday,2061-30,2061-07,2024
2024-02-04,Tuesday,2061-31,2061-08,2024
2024-01-25,Thursday,2061-32,2061-08,2024
2024-01-29,Thursday,2061-33,2061-08,2024
2024-02-10,Monday,2061-34,2061-08,2024
2024-01-11,Tuesday,2061-35,2061-08,2024
2024-02-08,Friday,2061-36,2061-09,2024
2024-01-18,Wednesday,2061-37,2061-09,2024
2024-01-24,Friday,2061-38,2061-09,2024
2024-01-15,Friday,2061-39,2061-09,2024
2024-02-09,Friday,2061-40,2061-10,2024
2024-01-09,Tuesday,2061-41,2061-10,2024
2024-01-11,Wednesday,2061-42,2061-10,2024
2024-01-10,Friday,2061-43,2061-10,2024
2024-02-02,Friday,2061-44,2061-10,2024
2024-01-25,Tuesday,2061-45,2061-11,2024
2024-02-03,Wednesday,2061-46,2061-11,2024
2024-02-07,Tuesday,2061-47,2061-11,2024
2024-02-01,Thursday,2061-48,2061-11,2024
2024-01-10,Monday,2061-49,2061-12,2024
2024-02-05,Monday,2061-50,2061-12,2024
2024-01-11,Friday,2061-51,2061-12,2024
2024-02-02,Thursday,2061-52,2061-12,2024
2024-01-31,Monday,2062-01,2062-01,2024
2024-01-20,Tuesday,2062-02,2062-01,2024
2024-01-25,Tuesday,2062-03,2062-01,2024
2024-01-27,Wednesday,2062-04,2062-01,2024
2024-02-06,Monday,2062-05,2062-01,2024
2024-01-23,Monday,2062-06,2062-02,2024
2024-01-18,Thursday,2062-07,2062-02,2024
2024-02-05,Thursday,2062-08,2062-02,2024
2024-01-31,Tuesday,2062-09,2062-02,2024
2024-01-18,Thursday,2062-10,2062-03,2024
2024-01-27,Wednesday,2062-11,2062-03,2024
2024-01-08,Wednesday,2062-12,2062-03,2024
2024-01-08,Thursday,2062-13,2062-03,2024
2024-01-17,Tuesday,2062-14,2062-04,2024
2024-02-09,Wednesday,2062-15,2062-04,2024
2024-01-28,Tuesday,2062-16,2062-04,2024
2024-01-14,Tuesday,2062-17,2062-04,2024
